0.000000000000000000e+00,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
2.000000000000000042e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
4.000000000000000083e-03,-1.679999999999999938e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000028e+00,-8.857000000000000428e-01,-6.959999999999999520e-02,1.000000000000000000e+00
6.000000000000000125e-03,-1.679995402209598199e+00,-1.401799039117245682e+00,-1.812692148248207236e+00,-2.993708531180860444e+00,-8.856954151297621314e-01,-6.960044481193417010e-02,1.000000000000000000e+00
8.000000000000000167e-03,-1.679990804437114349e+00,-1.401798078371948586e+00,-1.812684296391884775e+00,-2.993717062326202605e+00,-8.856908302774887387e-01,-6.960088962546778779e-02,1.000000000000000000e+00
1.000000000000000021e-02,-1.679984674087759533e+00,-1.401796797484485824e+00,-1.812673827170091956e+00,-2.993728437156358169e+00,-8.856847171551711639e-01,-6.960148271327291913e-02,1.000000000000000000e+00
1.200000000000000025e-02,-1.679977011180784796e+00,-1.401795196602325877e+00,-1.812660740470894094e+00,-2.993742655632464444e+00,-8.856770757821249562e-01,-6.960222407756076757e-02,1.000000000000000000e+00
1.400000000000000029e-02,-1.679967815736115311e+00,-1.401793275877678768e+00,-1.812645036179166391e+00,-2.993759717712918267e+00,-8.856679061783698792e-01,-6.960311372158843601e-02,1.000000000000000000e+00
1.600000000000000033e-02,-1.679957087777663061e+00,-1.401791035493174853e+00,-1.812626714156807983e+00,-2.993779623347687657e+00,-8.856572083679339347e-01,-6.960415164933846099e-02,1.000000000000000000e+00
1.800000000000000211e-02,-1.679944827333321733e+00,-1.401788475661849276e+00,-1.812605774242749490e+00,-2.993802372478317153e+00,-8.856449823788480336e-01,-6.960533786551940938e-02,1.000000000000000000e+00
2.000000000000000042e-02,-1.679931034434972936e+00,-1.401785596627158847e+00,-1.812582216252944800e+00,-2.993827965037922034e+00,-8.856312282431519911e-01,-6.960667237556539266e-02,1.000000000000000000e+00
