0.000000000000000000e+00,-1.679999999999999494e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000472e+00,-8.857000000000000428e-01,7.157981633974486169e-01,1.000000000000000000e+00
2.005012531328320777e-03,-1.679999999999999494e+00,-1.401799999999999935e+00,-1.812699999999999978e+00,-2.993700000000000472e+00,-8.857000000000000428e-01,7.157981633974486169e-01,1.000000000000000000e+00
4.010025062656641555e-03,-1.680002674998658074e+00,-1.401805409608921638e+00,-1.812737147600286258e+00,-2.993657606540804483e+00,-8.857026674816955714e-01,7.157984221894385657e-01,1.000000000000000000e+00
6.015037593984962766e-03,-1.680008024962306168e+00,-1.401816232885177316e+00,-1.812811439772262556e+00,-2.993572818588038587e+00,-8.857080024115777661e-01,7.157989397679047627e-01,1.000000000000000000e+00
8.020050125313283110e-03,-1.680016049810143519e+00,-1.401832479569361523e+00,-1.812922869247666879e+00,-2.993445633658182725e+00,-8.857160047092376143e-01,7.157997161193897506e-01,1.000000000000000000e+00
1.002506265664160345e-02,-1.680026749420974630e+00,-1.401854164273652392e+00,-1.813071425125110103e+00,-2.993276048023042701e+00,-8.857266742540823579e-01,7.158007512231445713e-01,1.000000000000000000e+00
1.203007518796992553e-02,-1.680040123633210758e+00,-1.401881306483668377e+00,-1.813257092870875553e+00,-2.993064056707096743e+00,-8.857400108853383802e-01,7.158020450511298760e-01,1.000000000000000000e+00
1.403508771929824588e-02,-1.680056172244873469e+00,-1.401913930560938271e+00,-1.813479854319991924e+00,-2.992809653483952559e+00,-8.857560144020540926e-01,7.158035975680181462e-01,1.000000000000000000e+00
1.604010025062656622e-02,-1.680074895013609071e+00,-1.401952065745998288e+00,-1.813739687677554668e+00,-2.992512830871933538e+00,-8.857746845631143673e-01,7.158054087311966907e-01,1.000000000000000000e+00
1.804511278195488830e-02,-1.680096291656689056e+00,-1.401995746162103762e+00,-1.814036567520314502e+00,-2.992173580128779875e+00,-8.857960210872408702e-01,7.158074784907703103e-01,1.000000000000000000e+00
2.005012531328320691e-02,-1.680120361851033195e+00,-1.402045010819584325e+00,-1.814370464798506166e+00,-2.991791891245469959e+00,-8.858200236530150429e-01,7.158098067895662941e-01,1.000000000000000000e+00
2.205513784461152899e-02,-1.680147105233206872e+00,-1.402099903620809718e+00,-1.814741346837929648e+00,-2.991367752939175340e+00,-8.858466918988754379e-01,7.158123935631373058e-01,1.000000000000000000e+00
2.406015037593985106e-02,-1.680176521399445955e+00,-1.402160473365807292e+00,-1.815149177342259446e+00,-2.990901152645339955e+00,-8.858760254231425879e-01,7.158152387397673788e-01,1.000000000000000000e+00
2.606516290726816967e-02,-1.680208609905671002e+00,-1.402226773758507905e+00,-1.815593916395586760e+00,-2.990392076508897823e+00,-8.859080237840322170e-01,7.158183422404774676e-01,1.000000000000000000e+00
2.807017543859649175e-02,-1.680243370267499037e+00,-1.402298863413638408e+00,-1.816075520465176840e+00,-2.989840509374627420e+00,-8.859426864996682305e-01,7.158217039790309988e-01,1.000000000000000000e+00
3.007518796992481036e-02,-1.680280801960267745e+00,-1.402376805864261611e+00,-1.816593942404445716e+00,-2.989246434776641870e+00,-8.859800130481052527e-01,7.158253238619410874e-01,1.000000000000000000e+00
3.208020050125313244e-02,-1.680320904419051686e+00,-1.402460669569978169e+00,-1.817149131456117228e+00,-2.988609834927037134e+00,-8.860200028673458350e-01,7.158292017884773095e-01,1.000000000000000000e+00
3.408521303258145452e-02,-1.680363677038685610e+00,-1.402550527925773727e+00,-1.817741033255580119e+00,-2.987930690703694658e+00,-8.860626553553626605e-01,7.158333376506739176e-01,1.000000000000000000e+00
3.609022556390977660e-02,-1.680409119173787547e+00,-1.402646459271549295e+00,-1.818369589834420985e+00,-2.987208981637225591e+00,-8.861079698701220808e-01,7.158377313333380565e-01,1.000000000000000000e+00
3.809523809523809174e-02,-1.680457230138785230e+00,-1.402748546902316429e+00,-1.819034739624102226e+00,-2.986444685897107654e+00,-8.861559457296094289e-01,7.158423827140587559e-01,1.000000000000000000e+00
4.010025062656641381e-02,-1.680508009207936082e+00,-1.402856879079074082e+00,-1.819736417459805189e+00,-2.985637780276971576e+00,-8.862065822118500025e-01,7.158472916632159233e-01,1.000000000000000000e+00
4.210526315789473589e-02,-1.680561455615364297e+00,-1.402971549040378241e+00,-1.820474554584387894e+00,-2.984788240179084617e+00,-8.862598785549445912e-01,7.158524580439913354e-01,1.000000000000000000e+00
4.411027568922305797e-02,-1.680617568555082153e+00,-1.403092655014610113e+00,-1.821249078652468434e+00,-2.983896039598008976e+00,-8.863158339570910149e-01,7.158578817123785187e-01,1.000000000000000000e+00
4.611528822055138005e-02,-1.680676347181024433e+00,-1.403220300232938644e+00,-1.822059913734601633e+00,-2.982961151103472819e+00,-8.863744475766184294e-01,7.158635625171939632e-01,1.000000000000000000e+00
4.812030075187970213e-02,-1.680737790607079507e+00,-1.403354592943011125e+00,-1.822906980321543857e+00,-2.981983545822425086e+00,-8.864357185320179688e-01,7.158695003000891122e-01,1.000000000000000000e+00
5.012531328320801727e-02,-1.680801897907125309e+00,-1.403495646423365217e+00,-1.823790195328563346e+00,-2.980963193420325563e+00,-8.864996459019776065e-01,7.158756948955624644e-01,1.000000000000000000e+00
5.213032581453633935e-02,-1.680868668115063302e+00,-1.403643578998559294e+00,-1.824709472099817154e+00,-2.979900062081649814e+00,-8.865662287254167939e-01,7.158821461309725631e-01,1.000000000000000000e+00
5.413533834586466142e-02,-1.680938100224853793e+00,-1.403798514055068614e+00,-1.825664720412728759e+00,-2.978794118489626275e+00,-8.866354660015213218e-01,7.158888538265510970e-01,1.000000000000000000e+00
5.614035087719298350e-02,-1.681010193190556778e+00,-1.403960580057914465e+00,-1.826655846482389212e+00,-2.977645327805220621e+00,-8.867073566897828441e-01,7.158958177954168889e-01,1.000000000000000000e+00
5.814536340852130558e-02,-1.681084945926370589e+00,-1.404129910568068462e+00,-1.827682752965920532e+00,-2.976453653645381170e+00,-8.867818997100378464e-01,7.159030378435904396e-01,1.000000000000000000e+00
6.015037593984962072e-02,-1.681162357306673405e+00,-1.404306644260622461e+00,-1.828745338966810685e+00,-2.975219058060547539e+00,-8.868590939425086139e-01,7.159105137700089161e-01,1.000000000000000000e+00
6.215538847117794280e-02,-1.681242426166068338e+00,-1.404490924943747832e+00,-1.829843500039182613e+00,-2.973941501511437657e+00,-8.869389382278476397e-01,7.159182453665415835e-01,1.000000000000000000e+00
6.416040100250626488e-02,-1.681325151299422727e+00,-1.404682901578447884e+00,-1.830977128191970227e+00,-2.972620942845133118e+00,-8.870214313671769268e-01,7.159262324180059034e-01,1.000000000000000000e+00
6.616541353383458002e-02,-1.681410531461920099e+00,-1.404882728299112982e+00,-1.832146111892993812e+00,-2.971257339270465536e+00,-8.871065721221388367e-01,7.159344747021842981e-01,1.000000000000000000e+00
6.817042606516290904e-02,-1.681498565369103027e+00,-1.405090564434901657e+00,-1.833350336072882669e+00,-2.969850646332728772e+00,-8.871943592149391655e-01,7.159429719898410260e-01,1.000000000000000000e+00
7.017543859649122417e-02,-1.681589251696925080e+00,-1.405306574531936192e+00,-1.834589682128856314e+00,-2.968400817887717036e+00,-8.872847913283977705e-01,7.159517240447400566e-01,1.000000000000000000e+00
7.218045112781955319e-02,-1.681682589081797685e+00,-1.405530928376353961e+00,-1.835864027928295394e+00,-2.966907806075121279e+00,-8.873778671059954215e-01,7.159607306236630553e-01,1.000000000000000000e+00
7.418546365914786833e-02,-1.681778576120647406e+00,-1.405763801018195647e+00,-1.837173247812115662e+00,-2.965371561291284319e+00,-8.874735851519306440e-01,7.159699914764284800e-01,1.000000000000000000e+00
7.619047619047618347e-02,-1.681877211370965020e+00,-1.406005372796169217e+00,-1.838517212597883699e+00,-2.963792032161338685e+00,-8.875719440311675701e-01,7.159795063459105657e-01,1.000000000000000000e+00
